Source,Target,Diff1,Diff2,Diff3,Diff4,Diff5,Diff6,Diff7,Diff8,Diff9,Diff10,Diff11,Diff12,Diff13,Diff14,Diff15,Diff16,Diff17,Diff18,Diff19,Diff20,Diff21,Diff22,Diff23,Diff24,Diff25,Diff26,Diff27,Diff28,Diff29,Diff30,Diff31,Diff32,Diff33,Diff34,Diff35,Diff36,Diff37,Diff38,Diff39,Diff40,Diff41,Diff42,Diff43,Diff44,Diff45,Diff46,Diff47,Diff48,Diff49,Diff50,Diff51,Diff52,Diff53,Diff54,Diff55,Diff56,Diff57,Diff58,Diff59,Diff60,Diff61,Diff62,Diff63,Diff64,Diff65,Diff66,Diff67,Diff68,Diff69,Diff70,Diff71,Diff72,Diff73,Diff74,Diff75,Diff76,Diff77,Diff78,Diff79,Diff80,Diff81,Diff82,Diff83,Diff84,Diff85,Diff86,Diff87,Diff88,Diff89,Diff90,Diff91,Diff92,Diff93,Diff94,Diff95,Diff96,Diff97,Diff98,Diff99,Diff100,Diff101,Diff102,Diff103,Diff104,Diff105,Diff106,Diff107,Diff108,Diff109,Diff110,Diff111,Diff112,Diff113
45,44,0.3249,0.3249,0.3149,0.3249,0.3449,0.3949,0.3949,0.3949,0.4049,0.4049,0.4049,0.4049,-0.0051,0.4049,0.4049,0.4051,0.4051,0.4052,0.4054,0.4079,0.4068,0.4045,0.4013,0.3929,0.3642,0.327,0.2868,0.2068,0.1003,0.0499,-0.0051,0.2549,0.2549,0.2549,0.3649,0.4049,0.4149,0.4149,0.4149,0.4149,0.4249,0.4249,0.4549,0.6949,-0.0951,-0.0351,-0.0651,-0.0651,0.4349,0.4249,0.4249,-0.0151,0.0049,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,0.0049,0.0349,0.0049,0.0049,0.0049,0.0049,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0051,-0.0098,-0.0097,0,-0.0061,-0.0033,-0.0049,-0.0056,-0.0055,-0.0056,-0.0055,-0.0055,-0.0055,0.3095,-0.0055,-0.0055,-0.0055,0.3855,-0.0055,-0.0051,-0.0051,-0.0055,0,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0054,-0.0054,-0.0053,-0.0054,-0.0054,0,0,0,0,0,0.4408,-0.0102,-0.0055
31,45,0.08376,0.07376,0.07376,0.08376,0.09376,0.13376,0.13376,0.13376,0.14376,0.14376,0.14376,0.14376,0.01376,0.14376,0.14376,0.14411,0.14411,0.14415,0.14434,0.14637,0.1454,0.14354,0.14084,0.1339,0.11002,0.07901,0.04635,-0.0122,-0.0902,-0.12712,-0.21624,0.01376,0.01376,0.02376,0.11376,0.14376,0.15376,0.15376,0.15376,0.15376,0.15376,0.16376,0.18376,0.38376,0.59376,0.09376,0.32376,0.32376,0.17376,0.16376,0.15376,0.02376,0.00376,0.02376,0.02376,0.02376,0.02376,0.02376,-0.02624,-0.07624,0.00376,0.00376,0.00376,0.00376,0.02376,0.02376,0.02376,0.02376,0.02376,0.02376,0.02376,0.02376,0.02453,0.02415,0,0.01557,0.00842,0.01246,0.01426,0.01394,0.01377,0.01388,0.01387,0.01387,0.06485,0.01387,0.01388,0.01387,0.12772,0.01387,0.01376,0.01376,0.01387,0,0.01387,0.01387,0.01387,0.01387,0.01385,0.01387,0.01381,0.01374,0.0135,0.01381,0.01374,0,0,0,0,0,0.1735,0.02564,0.01388
46,31,0.3402,0.3402,0.3402,0.3402,0.3402,0.3302,0.3302,0.3302,0.3302,0.3302,0.3302,0.3302,-0.0398,0.3302,0.3302,0.329,0.329,0.3291,0.329,0.3288,0.3289,0.3292,0.3297,0.3307,0.3343,0.3392,0.3429,0.3373,0.33,0.3265,0.4102,0.3502,0.3502,0.3402,0.3302,0.3302,0.3302,0.3302,0.3302,0.3302,0.3302,0.3302,0.3202,0.3002,0.2702,-0.2298,0.0002,0.0002,0.3302,0.3302,0.3302,-0.0698,0.0002,-0.0698,-0.0698,-0.0698,-0.0698,-0.0698,0.0502,0.2002,0.0002,0.0002,0.0002,0.0002,-0.0698,-0.0698,-0.0698,-0.0698,-0.0698,-0.0698,-0.0698,-0.0598,-0.0632,-0.0622,0,-0.04,-0.0216,-0.032,-0.0366,-0.0358,-0.0355,-0.0356,-0.0356,-0.0356,0.3407,-0.0356,-0.0356,-0.0356,0.3316,-0.0356,-0.0398,-0.0398,-0.0356,0,-0.0356,-0.0356,-0.0356,-0.0356,-0.0356,-0.0356,-0.0354,-0.0353,-0.0347,-0.0355,-0.0353,0,0,0,0,0,0.3251,-0.066,-0.0357
46,47,0.2492,0.2492,0.2492,0.2492,0.2492,0.2592,0.2592,0.2592,0.2592,0.2592,0.2592,0.2592,-0.0208,0.2592,0.2592,0.2611,0.2611,0.2611,0.2611,0.2616,0.2614,0.261,0.2605,0.2591,0.2542,0.248,0.2406,0.2191,0.1905,0.177,0.1992,0.2392,0.2392,0.2292,0.2592,0.2592,0.2592,0.2592,0.2592,0.2592,0.2592,0.2692,0.2692,0.3092,0.3592,-0.1308,0.6592,0.6592,0.2692,0.2692,0.2592,-0.0408,-0.0008,-0.0408,-0.0408,-0.0408,-0.0408,-0.0408,0.0292,0.1092,-0.0008,-0.0008,-0.0008,-0.0008,-0.0408,-0.0408,-0.0408,-0.0408,-0.0308,-0.0308,-0.0408,-0.0308,-0.0343,-0.0337,0,-0.0217,-0.0117,-0.0174,-0.0198,-0.0194,-0.0193,-0.0193,-0.0193,-0.0193,0.2447,-0.0193,-0.0193,-0.0193,0.2578,-0.0193,-0.0208,-0.0208,-0.0193,0,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0192,-0.0191,-0.0188,-0.0192,-0.0191,0,0,0,0,0,0.2674,-0.0358,-0.0193
47,45,0.2492,0.2492,0.2492,0.2492,0.2492,0.2592,0.2592,0.2592,0.2592,0.2592,0.2592,0.2592,-0.0208,0.2592,0.2592,0.2611,0.2611,0.2611,0.2611,0.2616,0.2614,0.261,0.2605,0.2591,0.2542,0.248,0.2405,0.2191,0.1905,0.1771,0.1992,0.2392,0.2392,0.2292,0.2592,0.2592,0.2592,0.2592,0.2592,0.2592,0.2592,0.2692,0.2692,0.3092,0.3592,-0.1208,-0.3808,-0.3808,0.2692,0.2692,0.2592,-0.0408,-0.0008,-0.0408,-0.0408,-0.0408,-0.0408,-0.0408,0.0292,0.1092,-0.0008,-0.0008,-0.0008,-0.0008,-0.0408,-0.0408,-0.0408,-0.0408,-0.0308,-0.0308,-0.0408,-0.0308,-0.0343,-0.0337,0,-0.0217,-0.0117,-0.0174,-0.0198,-0.0194,-0.0193,-0.0193,-0.0193,-0.0193,0.2447,-0.0193,-0.0193,-0.0193,0.2578,-0.0193,-0.0208,-0.0208,-0.0193,0,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0192,-0.0191,-0.0188,-0.0192,-0.0191,0,0,0,0,0,0.2674,-0.0358,-0.0193
47,48,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-2.20E-05,-2.20E-05,-2.20E-05,-2.20E-05,-2.30E-05,-2.30E-05,-2.30E-05,-2.30E-05,-2.30E-05,-2.30E-05,-0.000873,-2.30E-05,-2.30E-05,-2.30E-05,-2.30E-05,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,1.035127,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.004873,-0.000873,-0.000873,-1.20E-05,-1.50E-05,-1.30E-05,-1.30E-05,-1.30E-05,-1.20E-05,-0.000873,-1.20E-05,-1.20E-05,-1.20E-05,-2.30E-05,-1.20E-05,-1.20E-05,-1.20E-05,-2.30E-05,-1.20E-05,-0.004873,-0.004873,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-1.20E-05,-2.40E-05,-0.000873,-1.20E-05
49,43,-0.05273,-0.06273,-0.07273,-0.05273,-0.07273,-0.09273,-0.11273,-0.10273,-0.12273,-0.11273,-0.12273,-0.12273,-0.00273,-0.13273,-0.13273,-0.12959,-0.1296,-0.12966,-0.13059,-0.13918,-0.13439,-0.12339,-0.10217,-0.08201,-0.06588,-0.06317,-0.04412,-0.03487,-0.01753,-0.00871,-0.00273,-0.04273,-0.04273,-0.04273,-0.03273,-0.02273,-0.10273,-0.18273,-0.17273,-0.20273,-0.20273,-0.10273,0.09727,0.05727,-0.00273,0.00727,0.00727,0.00727,-0.57273,-0.28273,-0.22273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,-0.00273,0.00033,0.0003,2.00E-05,0.00112,0.00061,0.0009,0.00102,0.00099,-0.00042,0.00099,0.00099,0.00099,-0.04616,0.00099,0.00099,0.00099,-0.07713,0.00099,-0.00273,-0.00273,0.00099,2.00E-05,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099,0.00098,0.00096,0.00099,0.00098,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,0.00107,0.0004,0.00099
49,50,0.05672,0.05672,0.06672,0.05672,0.07672,0.09672,0.10672,0.10672,0.11672,0.11672,0.12672,0.12672,-0.00328,0.12672,0.12672,0.12963,0.12964,0.1297,0.13063,0.13922,0.13448,0.12343,0.1022,0.08203,0.06585,0.06316,0.04408,0.03486,0.01752,0.00871,-0.00328,0.03672,0.03672,0.03672,0.03672,0.02672,0.09672,0.18672,0.16672,0.19672,0.19672,0.09672,-0.09328,-0.05328,-0.00328,-0.00328,-0.01328,-0.01328,-0.45328,0.27672,0.22672,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,0.00672,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00328,-0.00034,-0.00031,-3.00E-05,-0.00113,-0.00062,-0.0009,-0.00103,-0.001,0.00041,-0.001,-0.001,-0.001,0.04591,-0.001,-0.001,-0.001,0.07713,-0.001,-0.00328,-0.00328,-0.001,-3.00E-05,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.00099,-0.00099,-0.00097,-0.00099,-0.00099,-3.00E-05,-3.00E-05,-3.00E-05,-3.00E-05,-3.00E-05,-0.00112,-0.00042,-0.001
50,41,-0.04549,-0.08549,-0.00549,-0.01549,0.03451,0.04451,0.05451,0.05451,0.05451,0.05451,0.04451,0.04451,0.00451,0.04451,0.04451,0.04474,0.04472,0.04456,0.04297,0.04016,0.02033,0.04786,0.05111,0.04275,0.01747,0.03628,5.00E-05,0.01577,0.00896,0.00496,0.00451,0.01451,0.01451,0.01451,-0.02549,-0.06549,0.05451,0.08451,0.02451,-0.05549,0.20451,0.05451,-0.05549,-0.03549,0.02451,-0.00549,0.00451,0.00451,-0.31549,-0.53549,-0.14549,-0.00549,0.00451,-0.00549,-0.00549,-0.00549,-0.00549,0.00451,0.00451,0.00451,0.00451,0.00451,0.00451,0.00451,-0.00549,-0.00549,-0.00549,-0.00549,-0.00549,-0.00549,-0.00549,-0.00549,-0.00703,-0.00702,0.00069,0.0005,0.00048,0.00036,0.00036,0.00031,-0.0066,0.00029,0.00028,0.00028,-0.05273,0.00028,0.00028,0.00028,0.03717,0.00028,0.00451,0.00451,0.00027,0.00069,0.00028,0.00028,0.00028,0.00028,0.00029,0.00029,0.00029,0.0003,0.00031,0.00031,0.00031,0.00069,0.0007,0.00069,0.00069,0.00071,0.05234,-0.00708,0.00029
50,51,0.09651,-0.01349,0.07651,0.07651,0.03651,0.04651,0.05651,0.04651,0.05651,0.05651,0.06651,0.06651,-0.00349,0.06651,0.06651,0.07043,0.07044,0.07048,0.07221,0.08227,0.0653,0.06171,0.0446,0.04234,0.06251,0.02118,0.05895,0.02632,0.01056,0.00429,-0.00349,0.02651,0.02651,0.03651,0.07651,0.02651,0.02651,-0.03349,0.12651,0.26651,-0.01349,-0.04349,-0.04349,-0.03349,-0.11349,-0.00349,-0.02349,-0.02349,-0.14349,-0.21349,0.36651,0.00651,-0.00349,-0.00349,-0.00349,0.00651,-0.00349,-0.00349,-0.00349,0.00651,-0.00349,-0.00349,-0.00349,-0.00349,0.00651,0.00651,0.00651,-0.00349,-0.00349,-0.00349,-0.00349,-0.00349,0.001,0.00101,-0.00108,-0.00224,-0.00153,-0.00173,-0.00189,-0.0018,0.00131,-0.00175,-0.00174,-0.00174,0.08985,-0.00175,-0.00175,-0.00174,0.04848,-0.00174,-0.00349,-0.00349,-0.00173,-0.00108,-0.00174,-0.00174,-0.00174,-0.00174,-0.00175,-0.00176,-0.00176,-0.00176,-0.00175,-0.00178,-0.00177,-0.00108,-0.00109,-0.00109,-0.00108,-0.00111,-0.09385,0.00097,-0.00176
51,40,0.095461,0.335461,0.065461,0.055461,0.025461,0.045461,0.045461,0.045461,0.055461,0.055461,0.065461,0.065461,-0.004539,0.065461,0.065461,0.064766,0.064773,0.064823,0.066531,0.076603,0.060426,0.056124,0.038769,0.036083,0.049922,0.014132,0.044802,0.021275,0.008553,0.003998,-0.004539,0.025461,0.025461,0.035461,0.045461,0.185461,0.025461,-0.134539,0.125461,0.255461,-0.014539,-0.084539,-0.044539,-0.024539,-0.064539,-0.004539,-0.004539,-0.004539,-0.144539,-0.224539,-0.674539,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,0.005461,0.005461,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,-0.004539,-0.006051,-0.00604,-9.30E-05,-0.000629,-0.00036,-0.00049,-0.000557,-0.000541,-0.005741,-0.000536,-0.000535,-0.000535,0.104201,-0.000535,-0.000536,-0.000535,0.041063,-0.000535,-0.004539,-0.004539,-0.000534,-9.30E-05,-0.000534,-0.000534,-0.000534,-0.000534,-0.000534,-0.000536,-0.000533,-0.000531,-0.000522,-0.000535,-0.000532,-9.30E-05,-9.40E-05,-9.40E-05,-9.30E-05,-9.50E-05,-0.045965,-0.006083,-0.000537
54,52,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,0.025657,-0.044343,-0.044343,-0.041275,-0.041275,-0.04128,-0.041283,-0.041289,-0.041289,-0.041289,-0.041295,-0.041295,-0.041297,-0.040873,-0.041309,-0.041126,-0.040897,-0.040791,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,-0.044343,0.545657,-0.004343,-0.224343,-0.164343,-0.104343,-0.074343,-0.044343,-0.034343,-0.034343,-0.004343,-0.004343,-0.004343,-0.004343,0.175657,0.105657,0.075657,0.035657,0.015657,0.145657,0.175657,0.085657,0.063806,0.042838,3.10E-05,0.027109,0.01469,0.021718,0.024818,0.024247,0.02476,0.024147,0.024144,0.024144,-0.041308,0.024143,0.024148,0.024143,-0.041293,0.024143,0.025657,0.025657,0.024136,3.10E-05,0.024133,0.024125,0.024132,0.024132,0.024097,0.024138,0.024015,0.023901,0.023503,0.024039,0.023912,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,-0.041339,0.112154,0.024156
62,53,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,3.00E-06,3.00E-06,3.00E-06,3.00E-06,3.00E-06,3.00E-06,3.00E-06,3.00E-06,3.00E-06,3.00E-06,-0.000364,4.00E-06,4.00E-06,4.00E-06,4.00E-06,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.380941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.290941,-0.469059,-0.249059,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941,-0.000364,-0.000364,-0.04394,4.00E-06,5.00E-06,5.00E-06,4.00E-06,4.00E-06,-0.000364,4.00E-06,4.00E-06,4.00E-06,3.00E-06,4.00E-06,4.00E-06,4.00E-06,3.00E-06,4.00E-06,0.000941,0.000941,4.00E-06,0.142027,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06,-0.275672,-0.026405,-0.059366,-0.090314,5.00E-06,3.00E-06,-0.000364,4.00E-06
55,54,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,0.0576,-0.1024,-0.1024,-0.10333,-0.10333,-0.10334,-0.10334,-0.10336,-0.10336,-0.10336,-0.10337,-0.10337,-0.10337,-0.10289,-0.10339,-0.10292,-0.10232,-0.10205,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,-0.1024,0.4076,-0.0024,0.4776,-0.4224,-0.2724,-0.1924,-0.1124,-0.0924,-0.1024,-0.0024,-0.0024,-0.0024,-0.0024,0.3176,0.2976,0.2176,0.0976,0.0376,0.2976,0.3676,0.1976,0.1534,0.10595,1.00E-05,0.0676,0.03657,0.05413,0.06189,0.06049,0.06086,0.06026,0.06025,0.06025,-0.10339,0.06025,0.06026,0.06025,-0.10336,0.06025,0.0576,0.0576,0.06023,1.00E-05,0.06022,0.0602,0.06021,0.06021,0.06012,0.06022,0.05991,0.05962,0.05861,0.05997,0.05965,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,-0.10347,0.29188,0.06027
56,55,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,0.05815,-0.10185,-0.10185,-0.10314,-0.10314,-0.10315,-0.10315,-0.10317,-0.10317,-0.10317,-0.10318,-0.10318,-0.10318,-0.10234,-0.1032,-0.10274,-0.10215,-0.10188,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,-0.10185,0.40815,-0.00185,0.47815,0.63815,-0.27185,-0.19185,-0.11185,-0.09185,-0.10185,-0.00185,-0.00185,-0.00185,-0.00185,0.31815,0.29815,0.21815,0.09815,0.03815,0.29815,0.36815,0.19815,0.15395,0.1065,3.00E-05,0.06755,0.03658,0.05411,0.06186,0.06045,0.06141,0.06022,0.06021,0.06021,-0.1032,0.06021,0.06022,0.06021,-0.10317,0.06021,0.05815,0.05815,0.06019,3.00E-05,0.06018,0.06016,0.06017,0.06017,0.06008,0.06019,0.05987,0.05959,0.05858,0.05993,0.05961,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,-0.10329,0.29243,0.06023
57,56,-0.107706,-0.107706,-0.097706,-0.107706,-0.097706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,0.062294,-0.107706,-0.107706,-0.103543,-0.103543,-0.103553,-0.103557,-0.10357,-0.103568,-0.103567,-0.103578,-0.103577,-0.103575,-0.100197,-0.103588,-0.103108,-0.102504,-0.102225,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,-0.107706,0.402294,0.002294,0.482294,0.642294,0.792294,-0.187706,-0.117706,-0.087706,-0.097706,0.002294,0.002294,0.002294,0.002294,0.322294,0.302294,0.222294,0.102294,0.042294,0.302294,0.382294,0.202294,0.156093,0.108648,1.10E-05,0.067725,0.036636,0.05423,0.06201,0.060618,0.063553,0.060384,0.060377,0.060377,-0.10359,0.060375,0.060385,0.060374,-0.103569,0.060374,0.062294,0.062294,0.060354,1.10E-05,0.060349,0.060324,0.06034,0.06034,0.060241,0.060347,0.060033,0.05974,0.058727,0.060087,0.059765,1.10E-05,1.20E-05,1.10E-05,1.10E-05,1.20E-05,-0.10368,0.294569,0.060398
58,57,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,0.13662,-0.23338,-0.23338,-0.23108,-0.23108,-0.23111,-0.23112,-0.23115,-0.23114,-0.23114,-0.23117,-0.23117,-0.23117,-0.23132,-0.23121,-0.23016,-0.22882,-0.22821,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,-0.24338,-0.23338,-0.23338,-0.23338,-0.23338,-0.23338,0.46662,-0.00338,0.48662,0.52662,0.56662,0.58662,-0.25338,-0.20338,-0.21338,-0.00338,-0.00338,-0.00338,-0.00338,0.44662,0.44662,0.43662,0.41662,0.17662,0.43662,0.46662,0.33662,0.28566,0.23537,1.00E-05,0.15098,0.08168,0.12089,0.13823,0.13511,0.13472,0.13459,0.13457,0.13457,-0.23121,0.13457,0.13459,0.13457,-0.23115,0.13456,0.13662,0.13662,0.13452,1.00E-05,0.13451,0.13445,0.13449,0.13449,0.13427,0.13449,0.1338,0.13316,0.1309,0.13393,0.13322,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,-0.23141,0.43402,0.13462
58,46,0.5874,0.5874,0.5874,0.5874,0.5874,0.5874,0.5874,0.5874,0.5874,0.5874,0.5874,0.5874,-0.0526,0.5874,0.5874,0.59,0.59,0.5901,0.5902,0.5903,0.5903,0.5902,0.5901,0.5898,0.5884,0.5872,0.5834,0.5563,0.5204,0.5035,0.6074,0.5874,0.5874,0.5774,0.5874,0.5874,0.5874,0.5874,0.5874,0.5874,0.5874,0.5874,0.5974,0.6074,0.6174,0.6874,0.6574,0.6574,0.5874,0.5874,0.5874,-0.1026,-0.0026,-0.1026,-0.1026,-0.1026,-0.1026,-0.1026,0.0874,0.3174,-0.0026,-0.0026,-0.0026,-0.0026,-0.1026,-0.1026,-0.1026,-0.1026,-0.1026,-0.1026,-0.1026,-0.1026,-0.0975,-0.096,0,-0.0617,-0.0334,-0.0494,-0.0565,-0.0553,-0.0548,-0.055,-0.055,-0.055,0.5853,-0.055,-0.055,-0.055,0.5893,-0.055,-0.0526,-0.0526,-0.055,0,-0.055,-0.055,-0.055,-0.055,-0.0549,-0.055,-0.0547,-0.0544,-0.0535,-0.0548,-0.0545,0,0,0,0,0,0.5924,-0.1018,-0.055
59,58,0.1093,0.1093,0.1093,0.1093,0.1093,0.1193,0.1193,0.1193,0.1193,0.1193,0.1193,0.1193,0.2193,0.1193,0.1193,0.1173,0.1173,0.1173,0.1173,0.1175,0.1174,0.1173,0.1172,0.1168,0.1155,0.1128,0.1104,0.0855,0.0523,0.0367,0.1293,0.1193,0.1193,0.0993,0.1193,0.1193,0.1193,0.1193,0.1193,0.1193,0.1193,0.1193,0.1193,0.1293,0.1393,0.1893,0.1693,0.1693,0.1193,0.1193,0.1193,0.4093,-0.0007,0.4093,0.4093,0.4093,0.4093,0.4193,-0.3407,-0.1307,-0.0007,-0.0007,-0.0007,-0.0007,0.4093,0.4093,0.4093,0.4093,0.4093,0.4093,0.4093,0.3993,0.3898,0.3838,0,0.2469,0.1336,0.1977,0.226,0.2209,0.2193,0.2201,0.22,0.22,0.1123,0.22,0.2201,0.22,0.1165,0.22,0.2193,0.2193,0.2199,0,0.2199,0.2198,0.2199,0.2199,0.2195,0.2199,0.2188,0.2177,0.214,0.219,0.2178,0,0,0,0,0,0.119,0.4073,0.2201
60,30,0.4447,0.4447,0.4447,0.4447,0.4447,0.4347,0.4347,0.4347,0.4347,0.4347,0.4347,0.4347,0.0547,0.4347,0.4347,0.4387,0.4387,0.4388,0.4388,0.4387,0.4388,0.4389,0.4391,0.4396,0.4414,0.4436,0.4482,0.4784,0.5188,0.538,0.4247,0.4447,0.4447,0.4547,0.4447,0.4347,0.4347,0.4347,0.4347,0.4347,0.4347,0.4347,0.4347,0.4247,0.4147,0.3547,0.3847,0.3847,0.4347,0.4347,0.4347,0.1047,0.0047,0.1047,0.1047,0.1047,0.1047,0.1047,-0.0853,-0.3153,0.0047,0.0047,0.0047,0.0047,0.1047,0.1047,0.1047,0.1047,0.1047,0.1047,0.1047,0.0947,0.0976,0.0961,0,0.0617,0.0334,0.0494,0.0565,0.0552,0.0549,0.055,0.055,0.055,0.4457,0.055,0.055,0.055,0.44,0.055,0.0547,0.0547,0.055,0,0.055,0.055,0.055,0.055,0.0549,0.055,0.0547,0.0544,0.0535,0.0548,0.0545,0,0,0,0,0,0.4373,0.1019,0.055
59,60,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4347,0.4347,0.4347,0.4347,0.4347,0.4347,0.0547,0.4347,0.4347,0.4387,0.4387,0.4388,0.4388,0.4387,0.4388,0.4389,0.4391,0.4396,0.4414,0.4436,0.4482,0.4784,0.5188,0.538,0.4247,0.4447,0.4447,0.4547,0.4447,0.4347,0.4347,0.4347,0.4347,0.4347,0.4347,0.4347,0.4347,0.4247,0.4147,0.3547,0.3847,0.3847,0.4347,0.4347,0.4347,0.1047,0.0047,0.1047,0.1047,0.1047,0.1047,0.1047,-0.0853,0.7347,0.0047,0.0047,0.0047,0.0047,0.1047,0.1047,0.1047,0.1047,0.1047,0.1047,0.1047,0.0947,0.0975,0.096,0,0.0617,0.0334,0.0494,0.0565,0.0552,0.0549,0.055,0.055,0.055,0.4457,0.055,0.055,0.055,0.44,0.055,0.0547,0.0547,0.055,0,0.055,0.055,0.055,0.055,0.0549,0.055,0.0547,0.0544,0.0535,0.0548,0.0545,0,0,0,0,0,0.4373,0.1019,0.055
